# Pronounce — full dictionary

Format: <word> | <IPA> | <respelling> | <category> | <confidence> | <source>
GraphRAG | /ˈɡræfˌræɡ/ | graf rag | product | community-consensus | https://arxiv.org/abs/2404.16130
DoRA | /ˈdɔːrə/ | dor uh | acronym | community-consensus | https://arxiv.org/abs/2402.09353
IA3 | /ˌaɪ eɪ ˈθriː/ | eye ay three | acronym | community-consensus | https://arxiv.org/abs/2205.05638
p-tuning | /ˌpiː ˈtjuːnɪŋ/ | pee tooning | cs-term | community-consensus | https://arxiv.org/abs/2103.10385
DDPM | /ˌdiː diː piː ˈɛm/ | dee dee pee em | acronym | community-consensus | https://arxiv.org/abs/2006.11239
DDIM | /ˌdiː diː aɪ ˈɛm/ | dee dee eye em | acronym | contested | https://arxiv.org/abs/2010.02502
EDM | /ˌiː diː ˈɛm/ | ee dee em | acronym | community-consensus | https://arxiv.org/abs/2206.00364
diffusion | /dɪˈfjuːʒən/ | dih fyoo zhun | cs-term | community-consensus | https://en.wikipedia.org/wiki/Diffusion_model
CFG | /ˌsiː ɛf ˈdʒiː/ | see eff jee | acronym | community-consensus | https://arxiv.org/abs/2207.12598
ANOVA | /əˈnoʊvə/ | uh noh vuh | acronym | community-consensus | https://en.wikipedia.org/wiki/Analysis_of_variance
MANOVA | /məˈnoʊvə/ | muh noh vuh | acronym | community-consensus | https://en.wikipedia.org/wiki/Multivariate_analysis_of_variance
t-test | /ˈtiː ˌtɛst/ | tee test | cs-term | community-consensus | https://en.wikipedia.org/wiki/Student%27s_t-test
chi-squared | /ˌkaɪ ˈskwɛərd/ | kye squared | cs-term | community-consensus | https://en.wikipedia.org/wiki/Chi-squared_test
nabla | /ˈnɑːblə/ | nahb luh | cs-term | contested | https://en.wikipedia.org/wiki/Nabla_symbol
KKT | /ˌkeɪ keɪ ˈtiː/ | kay kay tee | acronym | community-consensus | https://en.wikipedia.org/wiki/Karush%E2%80%93Kuhn%E2%80%93Tucker_conditions
MCMC | /ˌɛm siː ɛm ˈsiː/ | em see em see | acronym | community-consensus | https://en.wikipedia.org/wiki/Markov_chain_Monte_Carlo
HMM | /ˌeɪtʃ ɛm ˈɛm/ | aitch em em | acronym | community-consensus | https://en.wikipedia.org/wiki/Hidden_Markov_model
SVM | /ˌɛs viː ˈɛm/ | ess vee em | acronym | community-consensus | https://en.wikipedia.org/wiki/Support_vector_machine
KNN | /ˌkeɪ ɛn ˈɛn/ | kay en en | acronym | community-consensus | https://en.wikipedia.org/wiki/K-nearest_neighbors_algorithm
PCA | /ˌpiː siː ˈeɪ/ | pee see ay | acronym | community-consensus | https://en.wikipedia.org/wiki/Principal_component_analysis
ICA | /ˌaɪ siː ˈeɪ/ | eye see ay | acronym | community-consensus | https://en.wikipedia.org/wiki/Independent_component_analysis
t-SNE | /ˌtiː ɛs ɛn ˈiː/ | tee ess en ee | acronym | contested | https://en.wikipedia.org/wiki/T-distributed_stochastic_neighbor_embedding
UMAP | /ˈjuːmæp/ | yoo map | acronym | community-consensus | https://arxiv.org/abs/1802.03426
sutton | /ˈsʌtən/ | suht un | person | community-consensus | https://incompleteideas.net/
silver | /ˈsɪlvər/ | sil ver | person | community-consensus | https://www.davidsilver.uk/
barto | /ˈbɑːrtoʊ/ | bar toh | person | community-consensus | https://www-anw.cs.umass.edu/~barto/
vapnik | /ˈvæpnɪk/ | vap nik | person | community-consensus | https://en.wikipedia.org/wiki/Vladimir_Vapnik
bottou | /buːˈtuː/ | boo too | person | community-consensus | https://leon.bottou.org/
rumelhart | /ˈruːməlˌhɑːrt/ | roo mul hart | person | community-consensus | https://en.wikipedia.org/wiki/David_Rumelhart
hopfield | /ˈhɒpfiːld/ | hop feeld | person | community-consensus | https://en.wikipedia.org/wiki/John_Hopfield
judea-pearl | /dʒuːˈdiːə ˈpɜːrl/ | joo dee uh purl | person | community-consensus | https://en.wikipedia.org/wiki/Judea_Pearl
boltzmann | /ˈboʊltsmən/ | bohlts mun | person | community-consensus | https://en.wikipedia.org/wiki/Ludwig_Boltzmann
schölkopf | /ˈʃɜːlkɒpf/ | shurl kopf | person | contested | https://en.wikipedia.org/wiki/Bernhard_Sch%C3%B6lkopf
tegmark | /ˈtɛɡmɑːrk/ | teg mark | person | community-consensus | https://space.mit.edu/home/tegmark/
fine-tune | /ˌfaɪn ˈtjuːn/ | fyne toon | cs-term | community-consensus | (no source)
fine-tuning | /ˌfaɪn ˈtjuːnɪŋ/ | fyne tooning | cs-term | community-consensus | (no source)
pretrain | /ˌpriːˈtreɪn/ | pree train | cs-term | community-consensus | (no source)
pretraining | /ˌpriːˈtreɪnɪŋ/ | pree training | cs-term | community-consensus | (no source)
adapter | /əˈdæptər/ | uh dap ter | cs-term | community-consensus | https://arxiv.org/abs/1902.00751
instruction-tuning | /ɪnˈstrʌkʃən ˌtjuːnɪŋ/ | in struk shun tooning | cs-term | community-consensus | https://arxiv.org/abs/2109.01652
prompt-tuning | /ˈprɒmpt ˌtjuːnɪŋ/ | prompt tooning | cs-term | community-consensus | https://arxiv.org/abs/2104.08691
prefix-tuning | /ˈpriːfɪks ˌtjuːnɪŋ/ | pree fix tooning | cs-term | community-consensus | https://arxiv.org/abs/2101.00190
instruct | /ɪnˈstrʌkt/ | in strukt | cs-term | community-consensus | (no source)
few-shot | /ˌfjuː ˈʃɒt/ | few shot | cs-term | community-consensus | https://arxiv.org/abs/2005.14165
zero-shot | /ˌzɪroʊ ˈʃɒt/ | zee roh shot | cs-term | community-consensus | (no source)
transfer-learning | /ˈtrænsfər ˌlɜːrnɪŋ/ | trans fer ler ning | cs-term | community-consensus | (no source)
continual-learning | /kənˈtɪnjuəl ˌlɜːrnɪŋ/ | kun tin yoo ul ler ning | cs-term | community-consensus | (no source)
curriculum-learning | /kəˈrɪkjələm ˌlɜːrnɪŋ/ | kuh rik yu lum ler ning | cs-term | community-consensus | https://dl.acm.org/doi/10.1145/1553374.1553380
scaling-laws | /ˈskeɪlɪŋ ˌlɔːz/ | skay ling lawz | cs-term | community-consensus | https://arxiv.org/abs/2001.08361
downstream | /ˌdaʊnˈstriːm/ | down streem | cs-term | community-consensus | (no source)
alignment | /əˈlaɪnmənt/ | uh lyne munt | cs-term | community-consensus | (no source)
jailbreak | /ˈdʒeɪlˌbreɪk/ | jayl brake | cs-term | community-consensus | (no source)
red-teaming | /ˈrɛd ˌtiːmɪŋ/ | red teeming | cs-term | community-consensus | (no source)
reward-model | /rɪˈwɔːrd ˌmɒdəl/ | rih ward mod ul | cs-term | community-consensus | (no source)
preference | /ˈprɛfərəns/ | pref er uns | cs-term | community-consensus | (no source)
HHH | /ˌeɪtʃ eɪtʃ ˈeɪtʃ/ | aitch aitch aitch | acronym | community-consensus | https://arxiv.org/abs/2112.00861
grounding | /ˈɡraʊndɪŋ/ | grown ding | cs-term | community-consensus | (no source)
hallucination | /həˌluːsɪˈneɪʃən/ | huh loo sih nay shun | cs-term | community-consensus | (no source)
hallucinate | /həˈluːsɪˌneɪt/ | huh loo sih nate | cs-term | community-consensus | (no source)
agent | /ˈeɪdʒənt/ | ay junt | cs-term | community-consensus | (no source)
agentic | /eɪˈdʒɛntɪk/ | ay jen tik | cs-term | community-consensus | (no source)
tool-use | /ˈtuːl ˌjuːs/ | tool yoos | cs-term | community-consensus | (no source)
function-calling | /ˈfʌŋkʃən ˌkɔːlɪŋ/ | funk shun call ing | cs-term | community-consensus | https://platform.openai.com/docs/guides/function-calling
prompt | /prɒmpt/ | prompt | cs-term | community-consensus | (no source)
prompting | /ˈprɒmptɪŋ/ | prompt ing | cs-term | community-consensus | (no source)
reasoning | /ˈriːzənɪŋ/ | ree zun ing | cs-term | community-consensus | (no source)
rdma | /ˌɑːr ˌdiː ˌɛm ˈeɪ/ | ar dee em ay | acronym | community-consensus | https://en.wikipedia.org/wiki/Remote_direct_memory_access
Molmo | /ˈmɑlmoʊ/ | mahl moh | product | community-consensus | https://github.com/allenai/molmo
flashinfer | /ˈflæʃˌɪnfɜːr/ | flash in fur | project | community-consensus | https://github.com/flashinfer-ai/flashinfer
vibe-coding | /ˈvaɪb ˌkoʊdɪŋ/ | vybe koh ding | cs-term | community-consensus | https://en.wikipedia.org/wiki/Vibe_coding
cartesia | /kɑrˈtiʒə/ | kar tee zhuh | product | community-consensus | https://docs.cartesia.ai/build-with-cartesia/sonic-3/custom-pronunciations
bitsandbytes | /ˌbɪts.ən.ˈbaɪts/ | bits and bytes | tool | community-consensus | https://github.com/bitsandbytes-foundation/bitsandbytes
codebuff | /ˈkoʊdbʌf/ | kohd buhf | cli-tool | community-consensus | https://github.com/CodebuffAI/codebuff
toolformer | /ˈtuːlˌfɔːrmər/ | tool for mur | project | community-consensus | https://arxiv.org/abs/2302.04761
MLA | /ˌɛm ˌɛl ˈeɪ/ | em el ay | acronym | community-consensus | https://arxiv.org/abs/2405.04434
awq | /ɔk/ | awk | acronym | contested | https://arxiv.org/abs/2306.00978
ratatui | /ˌræ.təˈtu.i/ | rat uh too ee | tool | creator-clarified | https://github.com/ratatui/ratatui
CodeAct | /ˈkoʊdˌækt/ | code act | cs-term | community-consensus | https://arxiv.org/abs/2402.01030
subagent | /ˈsʌbˌeɪdʒənt/ | sub ay jent | cs-term | community-consensus | https://code.claude.com/docs/en/sub-agents
tongyi | /ˈtʊŋˈji/ | tohng yee | product | community-consensus | https://en.wikipedia.org/wiki/Qwen
watchexec | /ˈwɒtʃ.ɛɡˌzɛk/ | wotch eg zek | cli-tool | community-consensus | https://github.com/watchexec/watchexec
NF4 | /ˌɛn ɛf ˈfɔːr/ | en eff four | acronym | community-consensus | https://arxiv.org/abs/2305.14314
reflexion | /rɪˈflɛkʃən/ | rih flek shun | cs-term | community-consensus | https://www.oxfordlearnersdictionaries.com/us/definition/english/reflexion
FlashAttention | /ˌflæʃ əˈtɛnʃən/ | flash uh ten shun | project | community-consensus | https://arxiv.org/abs/2205.14135
exaone | /ˈɛks.eɪ.wʌn/ | ex ay wun | product | community-consensus | https://huggingface.co/LGAI-EXAONE
RadixAttention | /ˈreɪdɪks əˌtɛnʃən/ | ray diks uh ten shun | cs-term | community-consensus | https://www.lmsys.org/blog/2024-01-17-sglang/
mise | /miːz/ | meez | cli-tool | creator-clarified | https://mise.jdx.dev/about.html
reka | /ˈrɛkə/ | reck uh | product | contested | https://arxiv.org/abs/2404.12387
swe-agent | /ˈswiː ˌeɪdʒənt/ | swee ay jent | project | contested | https://arxiv.org/abs/2405.15793
GQA | /ˌdʒiː kjuː ˈeɪ/ | jee kyoo ay | acronym | community-consensus | https://arxiv.org/abs/2305.13245
egui | /ˈiːɡuːi/ | ee gooey | project | creator-clarified | https://github.com/emilk/egui/blob/main/README.md
seedream | /ˈsiːdriːm/ | seed reem | product | community-consensus | https://seed.bytedance.com/en/seedream4_5
mastra | /ˈmæstrə/ | mass truh | project | community-consensus | https://github.com/mastra-ai/mastra
ALiBi | /ˈæləbaɪ/ | al uh by | cs-term | community-consensus | https://arxiv.org/abs/2108.12409
aya | /ˈɑːjə/ | ah yah | product | community-consensus | https://cohere.com/research/aya
fsdp | /ˌɛf ˌɛs ˌdiː ˈpiː/ | eff ess dee pee | acronym | community-consensus | https://docs.pytorch.org/tutorials/intermediate/FSDP_tutorial.html
deepgemm | /ˈdiːp ˌdʒɛm/ | deep jem | project | contested | https://github.com/deepseek-ai/DeepGEMM
hailuo | /ˈhaɪˌlwɔ/ | high lwaw | product | community-consensus | https://en.wiktionary.org/wiki/%E6%B5%B7%E8%9E%BA
GPTQ | /ˌdʒiː piː tiː ˈkjuː/ | jee pee tee kyoo | acronym | community-consensus | https://arxiv.org/abs/2210.17323
hedra | /ˈhɛdrə/ | hed ruh | product | contested | https://www.hedra.com/company
seedance | /ˈsiːdæns/ | seed dance | product | community-consensus | https://seed.bytedance.com/en/seedance
agentless | /ˈeɪdʒəntləs/ | ay jent less | cs-term | community-consensus | https://arxiv.org/abs/2407.01489
nccl | /ˈnɪkəl/ | nik uhl | product | creator-clarified | https://docs.nvidia.com/deeplearning/nccl/user-guide/docs/overview.html
pythagora | /pɪˈθæɡərə/ | pih thag uh ruh | product | community-consensus | https://www.pythagora.ai/
ZeRO | /ˈzɪroʊ/ | zeer oh | acronym | community-consensus | https://www.deepspeed.ai/tutorials/zero/
MQA | /ˌɛm ˌkjuː ˈeɪ/ | em kyoo ay | acronym | community-consensus | https://arxiv.org/abs/2305.13245
pixi | /ˈpɪksi/ | pik see | cli-tool | community-consensus | https://github.com/prefix-dev/pixi
chezmoi | /ʃeɪ mwa/ | shay mwa | cli-tool | creator-clarified | https://www.chezmoi.io/user-guide/frequently-asked-questions/design/
exl2 | /ˌiː ɛks ɛl ˈtuː/ | ee eks el too | product | community-consensus | https://github.com/turboderp-org/exllamav2
codestral | /koʊˈdɛstrəl/ | koh dess truhl | product | community-consensus | https://mistral.ai/news/codestral/
koka | /ˈkoʊkə/ | koh kuh | project | community-consensus | https://koka-lang.github.io/koka/doc/book.html
mentat | /ˈmɛntæt/ | men tat | tool | community-consensus | https://mentat.ai/
nvlink | /ˌɛnˈviː lɪŋk/ | en vee link | product | community-consensus | https://en.wikipedia.org/wiki/NVLink
cutlass | /ˈkʌtləs/ | kut luhs | project | community-consensus | https://github.com/NVIDIA/cutlass
rmsnorm | /ˌɑːr ɛm ɛs ˈnɔːrm/ | ar em ess norm | cs-term | community-consensus | https://arxiv.org/abs/1910.07467
PagedAttention | /ˈpeɪdʒd əˈtɛnʃən/ | payjd uh ten shun | cs-term | community-consensus | https://arxiv.org/abs/2309.06180
maturin | /ˈmætʊrɪn/ | mat uh rin | cli-tool | community-consensus | https://github.com/PyO3/maturin
krea | /ˈkriːə/ | kree uh | product | community-consensus | https://www.krea.ai/
veo | /ˈviːoʊ/ | vee oh | product | contested | https://deepmind.google/models/veo/
oxlint | /ˈɒksˌlɪnt/ | ox lint | cli-tool | creator-clarified | https://oxc.rs/docs/guide/usage/linter.html
pixtral | /ˈpɪks trɑːl/ | piks trahl | product | community-consensus | https://arxiv.org/abs/2410.07073
ChatGLM | /ˌtʃæt dʒiː ɛl ˈɛm/ | chat jee ell em | product | community-consensus | https://github.com/THUDM/ChatGLM-6B
nemotron | /ˈniːmoʊˌtrɑːn/ | nee moh tron | product | community-consensus | https://en.wikipedia.org/wiki/Nemotron
recraft | /riˈkræft/ | ree kraft | product | community-consensus | https://www.recraft.ai/docs/recraft-models/recraft-V3
knip | /ˈknɪp/ | kuh nip | tool | creator-clarified | https://github.com/webpro-nl/knip
ultracode | /ˈʌltrəˌkoʊd/ | ul truh code | cs-term | community-consensus | (no source)
muon | /ˈmjuːɒn/ | MYOO on | cs-term | community-consensus | https://kellerjordan.github.io/posts/muon/
Janus | /ˈdʒeɪnəs/ | JAY nuhs | product | community-consensus | https://arxiv.org/abs/2410.13848
Mochi | /ˈmoʊtʃi/ | MOH chee | product | community-consensus | https://www.genmo.ai/blog/mochi-1
ColPali | /koʊlˈpɑːli/ | kol PAH lee | cs-term | community-consensus | https://arxiv.org/abs/2407.01449
Nunchaku | /ˈnʌntʃɑːkuː/ | NUN chah koo | tool | community-consensus | https://github.com/mit-han-lab/nunchaku
SVDQuant | /ˌɛsviːdiːˈkwɑːnt/ | ess vee dee kwant | acronym | community-consensus | https://arxiv.org/abs/2411.05007
ModernBERT | /ˈmɒdərnbɜːrt/ | MOD ern bert | product | community-consensus | https://arxiv.org/abs/2412.13663
Genie | /ˈdʒiːni/ | JEE nee | product | community-consensus | https://arxiv.org/abs/2402.15391
Medusa | /məˈduːsə/ | muh DOO suh | cs-term | community-consensus | https://arxiv.org/abs/2401.10774
Kontext | /ˈkɒntɛkst/ | KON text | product | community-consensus | https://bfl.ai/announcements/flux-1-kontext
crate | /kreɪt/ | krayt | cs-term | community-consensus | https://doc.rust-lang.org/book/ch07-01-packages-and-crates.html
rustc | /ˈrʌstsiː/ | rust see | cli-tool | community-consensus | https://doc.rust-lang.org/rustc/what-is-rustc.html
clippy | /ˈklɪpi/ | klip ee | cli-tool | community-consensus | https://github.com/rust-lang/rust-clippy
rustup | /ˈrʌstʌp/ | rust up | cli-tool | community-consensus | https://rust-lang.github.io/rustup/
simplify | /ˈsɪmpləfaɪ/ | sim pluh fye | cs-term | community-consensus | https://www.merriam-webster.com/dictionary/simplify
compact | /kəmˈpækt/ | kum packt | cs-term | community-consensus | https://www.merriam-webster.com/dictionary/compact
resume | /rɪˈzuːm/ | rih zoom | cs-term | community-consensus | https://www.merriam-webster.com/dictionary/resume
init | /ɪˈnɪt/ | ih nit | cs-term | contested | (no source)
exec | /ɪɡˈzɛk/ | ig zek | cs-term | community-consensus | (no source)
sandbox | /ˈsændbɑːks/ | sand bahks | cs-term | community-consensus | (no source)
headless | /ˈhɛdləs/ | hed luss | cs-term | community-consensus | (no source)
deprecate | /ˈdɛprəkeɪt/ | dep ruh kayt | cs-term | community-consensus | https://www.merriam-webster.com/dictionary/deprecate
review | /rɪˈvjuː/ | rih vyoo | cs-term | community-consensus | (no source)
commit | /kəˈmɪt/ | kuh mit | cs-term | community-consensus | (no source)
rebase | /ˈriːbeɪs/ | ree bayss | cs-term | community-consensus | (no source)
Fable | /ˈfeɪbəl/ | fay bul | product | community-consensus | https://en.wiktionary.org/wiki/fable
Lumiere | /luːmˈjɛər/ | loom yair | product | community-consensus | https://en.wiktionary.org/wiki/lumi%C3%A8re
Kosmos | /ˈkɑːzmɑːs/ | kahz mohs | product | community-consensus | https://www.microsoft.com/en-us/research/publication/kosmos-2-grounding-multimodal-large-language-models-to-the-world/
logit | /ˈloʊdʒɪt/ | loh jit | cs-term | contested | https://en.wiktionary.org/wiki/logit
aleatoric | /ˌeɪliəˈtɔːrɪk/ | ay lee uh tor ik | cs-term | contested | https://www.oed.com/dictionary/aleatoric_adj
epistemic | /ˌɛpəˈstiːmɪk/ | ep uh stee mik | cs-term | contested | https://www.oxfordlearnersdictionaries.com/us/definition/american_english/epistemic
SiLU | /ˈsiːluː/ | see loo | acronym | contested | https://www.ultralytics.com/glossary/silu-sigmoid-linear-unit
Langevin | /ˌlɑːnʒəˈvæ̃/ | lahnzh van | person | community-consensus | https://en.wikipedia.org/wiki/Langevin_dynamics
Ito | /ˈiːtoʊ/ | ee toh | person | community-consensus | https://en.wikipedia.org/wiki/It%C3%B4_calculus
Wiener | /ˈwiːnər/ | wee ner | person | contested | https://en.wikipedia.org/wiki/Talk:Norbert_Wiener
Fokker-Planck | /ˈfɒkər ˈplɑːŋk/ | fok er plahnk | cs-term | community-consensus | https://en.wikipedia.org/wiki/Fokker%E2%80%93Planck_equation
Schrodinger | /ˈʃroʊdɪŋər/ | shroh ding er | person | community-consensus | https://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger
Ornstein-Uhlenbeck | /ˈɔːrnstaɪn ˈuːlənbɛk/ | orn stine oo len bek | cs-term | community-consensus | https://en.wikipedia.org/wiki/Ornstein%E2%80%93Uhlenbeck_process
Radon | /ˈreɪdɒn/ | ray don | person | contested | https://en.wikipedia.org/wiki/Johann_Radon
Lyapunov | /liˈɑːpʊnɒf/ | lee ah puh nof | person | contested | https://en.wikipedia.org/wiki/Aleksandr_Lyapunov
Noether | /ˈnɜːrtər/ | nur ter | person | community-consensus | https://en.wikipedia.org/wiki/Emmy_Noether
Koopman | /ˈkoʊpmən/ | kohp mun | person | community-consensus | https://en.wikipedia.org/wiki/Koopman
Hamiltonian | /ˌhæməlˈtoʊniən/ | ham il toh nee un | cs-term | community-consensus | https://en.wikipedia.org/wiki/William_Rowan_Hamilton
Helmholtz | /ˈhɛlmhoʊlts/ | helm holts | person | community-consensus | https://en.wikipedia.org/wiki/Hermann_von_Helmholtz
Planck | /ˈplɑːŋk/ | plahngk | person | community-consensus | https://en.wikipedia.org/wiki/Max_Planck
Gumbel | /ˈɡʌmbəl/ | gum bul | cs-term | community-consensus | https://en.wikipedia.org/wiki/Emil_Julius_Gumbel
Frobenius | /froʊˈbeɪniəs/ | froh bay nee us | cs-term | contested | https://en.wikipedia.org/wiki/Ferdinand_Georg_Frobenius
Kullback-Leibler | /ˈkʊlbæk ˈlaɪblər/ | kool bak ly bler | cs-term | community-consensus | https://en.wikipedia.org/wiki/Kullback%E2%80%93Leibler_divergence
Bregman | /ˈbrɛɡmən/ | breg mun | person | community-consensus | https://en.wikipedia.org/wiki/Bregman_divergence
Sinkhorn | /ˈsɪŋkhɔːrn/ | sink horn | person | community-consensus | https://en.wikipedia.org/wiki/Sinkhorn%27s_theorem
Tsallis | /ˈsælɪs/ | sal iss | cs-term | contested | https://en.wikipedia.org/wiki/Constantino_Tsallis
Renyi | /ˈreɪnjiː/ | ray nyee | person | community-consensus | https://en.wikipedia.org/wiki/Alfr%C3%A9d_R%C3%A9nyi
Riemannian | /riˈmɑːniən/ | ree mah nee un | cs-term | community-consensus | https://en.wikipedia.org/wiki/Bernhard_Riemann
Mahalanobis | /ˌmɑːhələˈnoʊbɪs/ | mah huh luh noh bis | person | community-consensus | https://en.wikipedia.org/wiki/Prasanta_Chandra_Mahalanobis
Lipschitz | /ˈlɪpʃɪts/ | lip shits | person | contested | https://en.wikipedia.org/wiki/Lipschitz_continuity
Hilbert | /ˈhɪlbərt/ | hil bert | person | community-consensus | https://en.wikipedia.org/wiki/David_Hilbert
Lebesgue | /ləˈbɛɡ/ | luh beg | person | community-consensus | https://en.wiktionary.org/wiki/Lebesgue
Minkowski | /mɪŋˈkɔːfski/ | ming kawf skee | person | contested | https://en.wikipedia.org/wiki/Hermann_Minkowski
Chebyshev | /ˈtʃɛbɪʃɔːf/ | cheb ih shoff | person | contested | https://en.wikipedia.org/wiki/Pafnuty_Chebyshev
Hadamard | /ˌhædəˈmɑːr/ | had uh mar | person | contested | https://en.wikipedia.org/wiki/Jacques_Hadamard
Kronecker | /ˈkroʊnɛkər/ | kroh neck er | person | community-consensus | https://en.wikipedia.org/wiki/Leopold_Kronecker
Toeplitz | /ˈtoʊplɪts/ | tope lits | person | contested | https://en.wikipedia.org/wiki/Otto_Toeplitz
QwQ | /kwjuː/ | kwyoo | product | creator-clarified | https://qwenlm.github.io/blog/qwq-32b-preview/
Tulu | /ˈtuːluː/ | TOO loo | project | community-consensus | https://arxiv.org/html/2411.15124v3
GaLore | /ɡəˈlɔːr/ | guh LOR | cs-term | contested | https://arxiv.org/abs/2403.03507
CoCa | /ˈkoʊkə/ | KOH kuh | product | contested | https://arxiv.org/abs/2205.01917
Pkl | /ˈpɪkəl/ | PICK uhl | project | creator-clarified | https://pkl-lang.org/blog/introducing-pkl.html
CUE | /kjuː/ | kyoo | project | creator-clarified | https://cuelang.org/docs/reference/spec/
Kuma | /ˈkuːmə/ | KOO mah | project | community-consensus | https://cloudnativenow.com/topics/cloudnativenetworking/introducing-kuma-the-service-mesh-from-kong/
Karmada | /kɑːrˈmɑːdə/ | kar MAH duh | project | community-consensus | https://github.com/karmada-io/karmada
Beyla | /ˈbeɪlə/ | BAY luh | tool | community-consensus | https://en.wikipedia.org/wiki/Beyla
Kustomize | /ˈkʌstəˌmaɪz/ | KUSS tuh myze | tool | community-consensus | https://kubernetes.io/docs/tasks/manage-kubernetes-objects/kustomization/
KDL | /ˈkʌdəl/ | CUH duhl | project | creator-clarified | https://kdl.dev/
Jsonnet | /ˈdʒeɪ ˌsɑːnɪt/ | JAY son it | project | creator-clarified | https://jsonnet.org/
Dhall | /dɔl/ | dawl | project | creator-clarified | https://github.com/dhall-lang/dhall-lang/blob/master/README.md
Cholesky | /ʃəˈlɛski/ | shuh LESS kee | cs-term | contested | https://en.wikipedia.org/wiki/Cholesky_decomposition
Poisson | /ˈpwɑsɒn/ | PWAH sawn | cs-term | community-consensus | https://en.wiktionary.org/wiki/Poisson
Cauchy | /koʊˈʃiː/ | koh SHEE | cs-term | community-consensus | https://en.wikipedia.org/wiki/Augustin-Louis_Cauchy
Bezier | /ˈbɛz.i.eɪ/ | BEZ ee ay | cs-term | community-consensus | https://en.wikipedia.org/wiki/B%C3%A9zier_curve
Voronoi | /ˈvɔːrənɔɪ/ | VOR uh noy | cs-term | contested | https://en.wikipedia.org/wiki/Voronoi_diagram
Erdos | /ˈɛrdɜːrʃ/ | AIR dursh | person | community-consensus | https://en.wikipedia.org/wiki/Paul_Erd%C5%91s
Kyutai | /ˈkjuː.taɪ/ | KYOO tye | product | contested | https://www.amplifypartners.com/blog-posts/arming-the-rebels-with-gpus-gradium-kyutai-and-audio-ai
Moshi | /ˈmoʊ.ʃi/ | MOH shee | product | contested | https://github.com/kyutai-labs/moshi
Hymba | /ˈhɪm.bə/ | HIM buh | cs-term | contested | https://developer.nvidia.com/blog/hymba-hybrid-head-architecture-boosts-small-language-model-performance/
Pangu | /pɑːnˈɡuː/ | pahn GOO | product | contested | https://en.wiktionary.org/wiki/Pangu
CRI-O | /ˈkraɪoʊ/ | CRY oh | tool | community-consensus | https://www.redhat.com/en/blog/introducing-cri-o-10
Raku | /ˈrɑː.kuː/ | RAH koo | cs-term | community-consensus | https://www.hackster.io/news/perl-6-is-dead-long-live-raku-perl-5-s-sister-language-gets-a-clean-break-shiny-new-name-3f72ebd298b7
Nostr | /ˈnoʊ.stər/ | NOH ster | cs-term | contested | https://en.wikipedia.org/wiki/Talk:Nostr
QOI | /kɔɪ/ | koy | abbreviation | contested | https://en.wikipedia.org/wiki/QOI_(image_format)
CBOR | /ˈsiːbɔːr/ | SEE bore | acronym | contested | https://datatracker.ietf.org/doc/html/rfc8949
Brotli | /ˈbroʊt.li/ | BROHT lee | cs-term | community-consensus | https://opensource.googleblog.com/2015/09/introducing-brotli-new-compression.html
Cap'n Proto | /ˌkæpən ˈproʊtoʊ/ | KAP uhn PROH toh | tool | creator-clarified | https://news.ycombinator.com/item?id=36909537
Dirichlet | /ˌdɪərɪˈkleɪ/ | deer ick LAY | person | contested | https://en.wikipedia.org/wiki/Talk:Johann_Peter_Gustav_Lejeune_Dirichlet
Galois | /ɡælˈwɑ/ | gal WAH | person | community-consensus | https://en.wiktionary.org/wiki/Galois
Levenshtein | /ˈlɛvənˌʃtaɪn/ | LEV en shtine | person | contested | https://en.wikipedia.org/wiki/Levenshtein_distance
kurtosis | /kɚˈtoʊsɪs/ | ker TOH sis | cs-term | community-consensus | https://en.wiktionary.org/wiki/kurtosis
Weibull | /ˈwaɪbʊl/ | WHY bull | person | contested | https://en.wikipedia.org/wiki/Weibull_distribution
Tikhonov | /ˈtiːxənɔf/ | TEE khuh nawf | person | contested | https://en.wikipedia.org/wiki/Andrey_Tikhonov_(mathematician)
mythos | /ˈmɪθɑs/ | MITH oss | cs-term | community-consensus | https://www.merriam-webster.com/dictionary/mythos
